"cty","dist","vil","vil.pay","fam.num","t.pay","med.pay","Q1.pay","Q3.pay","sd.pay","var.pay"
"臺北市","士林區","福順里",816,1612,1314779,594,352,997,871.82,106.89
"臺北市","士林區","葫東里",809,1192,964737,589,345,1037,836.42,103.35
"臺北市","士林區","社新里",767,2571,1971856,573,356,953,676.01,88.14
"臺北市","士林區","社子里",863,1922,1658028,599,360,1038,1355.46,157.13
"臺北市","士林區","永倫里",750,2250,1687593,566,346,948,672.88,89.71
"臺北市","士林區","翠山里",1435,1041,1493323,807,409,1538,3066.74,213.78
"臺北市","士林區","福安里",714,1106,790121,534,330,878,625.59,87.57
"臺北市","士林區","富洲里",710,1437,1020662,545,328,860,632.85,89.1
"臺北市","士林區","承德里",1131,2001,2263821,728,393,1337,1536.12,135.78
"臺北市","士林區","蘭雅里",1301,3034,3947636,757,405,1402,2886.96,221.88
"臺北市","士林區","德行里",1038,1530,1588196,671,365,1203,1671.29,161
"臺北市","士林區","忠誠里",1654,2044,3381140,755,408,1472,7815,472.44
"臺北市","士林區","三玉里",1565,2170,3395421,778,427,1507,5274.93,337.12
"臺北市","士林區","芝山里",1968,2667,5249458,776,415,1584,13656.45,693.82
"臺北市","士林區","岩山里",1259,1151,1448633,686,377,1341,2828.66,224.75
"臺北市","士林區","義信里",1109,1049,1163562,684,360,1272,1479.8,133.41
"臺北市","士林區","永福里",5191,435,2258264,767,417,1838,27756.21,534.66
"臺北市","士林區","新安里",3636,707,2570627,681,375,1473,27109.17,745.58
"臺北市","士林區","公館里",1762,378,666177,668,392,1245,6222.34,353.07
"臺北市","士林區","陽明里",1941,978,1898717,802,414,1558,5209.5,268.33
"臺北市","士林區","菁山里",3414,431,1471229,639,387,1081,35946.1,1053.05
"臺北市","士林區","平等里",872,359,313175,597,366,1020,1445.84,165.74
"臺北市","士林區","溪山里",1968,336,661162,583,348,972,16113.54,818.88
"臺北市","士林區","百齡里",850,2375,2019679,642,378,1078,825.3,97.05
"臺北市","士林區","天玉里",1560,3058,4770275,848,426,1732,3153.23,202.14
"臺北市","士林區","天福里",1270,2214,2811590,745,391,1467,2402.38,189.18
"臺北市","士林區","天祿里",1287,1873,2410523,734,403,1394,2657.7,206.51
"臺北市","士林區","天壽里",2917,1862,5431591,860,449,1810,44623.62,1529.74
"臺北市","士林區","東山里",1556,1672,2601176,778,415,1555,4370.21,280.91
"臺北市","士林區","福華里",798,1837,1465178,593,355,1018,744.58,93.35
"臺北市","士林區","聖山里",1434,1767,2533181,796,429,1582,5637,393.2
"臺北市","士林區","天和里",1711,2727,4665836,824,422,1694,7342.7,429.15
"臺北市","士林區","明勝里",967,1674,1618188,648,365,1215,1092.02,112.97
"臺北市","士林區","社園里",784,2113,1656193,571,363,954,757.52,96.65
"臺北市","士林區","蘭興里",1388,2301,3194470,826,425,1625,2210.07,159.19
"臺北市","士林區","天母里",2191,2425,5313433,839,401,1797,10343.85,472.08
"臺北市","士林區","名山里",1296,2586,3352669,790,408,1510,2172.19,167.55
"臺北市","士林區","德華里",1071,1878,2010422,683,366,1247,3404.17,317.99
"臺北市","士林區","天山里",1423,2466,3508949,790,394,1634,2445.49,171.86
"臺北市","士林區","臨溪里",2197,1067,2343844,829,425,1738,5306.08,241.55
"臺北市","北投區","湖山里",1318,523,689567,614,373,1130,7099.82,538.48
"臺北市","北投區","永欣里",2048,2848,5832641,1061,492,2349,5351.83,261.32
"臺北市","北投區","泉源里",1011,657,663962,581,358,1070,2470.38,244.45
"臺北市","北投區","一德里",976,2126,2075243,629,355,1133,1420.01,145.47
"臺北市","北投區","關渡里",1001,3414,3416482,641,366,1162,1710.68,170.94
"臺北市","北投區","桃源里",918,1895,1739737,608,370,1139,1305.21,142.17
"臺北市","北投區","文化里",1129,1372,1549430,863,432,1528,1159.79,102.7
"臺北市","北投區","永和里",1501,3058,4590658,812,412,1618,3910.18,260.47
"臺北市","北投區","立農里",979,2895,2834693,668,378,1262,1135.39,115.95
"臺北市","北投區","清江里",898,2565,2302177,622,357,1084,1221.57,136.1
"臺北市","北投區","八仙里",1041,1763,1835906,649,383,1253,1340.15,128.69
"臺北市","北投區","洲美里",783,606,474590,554,333,954,794.91,101.5
"臺北市","北投區","中和里",1020,1691,1724713,671,378,1200,1312.47,128.68
"臺北市","北投區","開明里",1216,2111,2566118,682,374,1295,3567.44,293.47
"臺北市","北投區","長安里",933,1867,1741043,631,357,1129,1126.61,120.81
"臺北市","北投區","大同里",1093,1929,2109303,648,367,1287,1771.7,162.03
"臺北市","北投區","福興里",1011,2289,2314831,683,397,1310,1115.7,110.33
"臺北市","北投區","石牌里",989,1846,1826448,680,399,1231,1335.75,135.01
"臺北市","北投區","奇岩里",1842,3190,5874480,694,373,1339,32777.8,1779.92
"臺北市","北投區","稻香里",924,1575,1455673,629,367,1123,1235.49,133.68
"臺北市","北投區","中央里",1071,2797,2996650,688,379,1263,1603.36,149.65
"臺北市","北投區","溫泉里",1007,2192,2207055,662,378,1238,1272.22,126.35
"臺北市","北投區","立賢里",940,1791,1683517,648,367,1209,953.5,101.44
"臺北市","北投區","中心里",1098,2105,2312150,668,376,1270,1804.37,164.27
"臺北市","北投區","智仁里",871,1880,1636637,629,393,1136,764.13,87.78
"臺北市","北投區","吉利里",1042,2213,2305604,721,407,1357,1267.93,121.7
"臺北市","北投區","尊賢里",955,1499,1430946,673,396,1199,989.27,103.63
"臺北市","北投區","東華里",1074,1456,1563269,688,381,1316,1293.35,120.46
"臺北市","北投區","吉慶里",1016,1661,1687589,723,387,1305,1065.45,104.87
"臺北市","北投區","中庸里",934,1371,1281090,624,358,1112,1491.15,159.58
"臺北市","北投區","秀山里",823,1016,836209,592,355,1012,778.14,94.54
"臺北市","北投區","建民里",1075,1331,1431353,692,393,1331,1242.31,115.52
"臺北市","北投區","榮光里",979,2312,2263693,683,387,1221,1121.74,114.57
"臺北市","北投區","裕民里",1307,2621,3426058,736,395,1399,2105.76,161.09
"臺北市","北投區","振華里",1125,2675,3008611,711,382,1399,1401.17,124.58
"臺北市","北投區","榮華里",1644,2715,4464808,853,438,1677,6184.2,376.05
"臺北市","北投區","豐年里",821,1397,1146928,604,359,1081,734.37,89.45
"臺北市","北投區","林泉里",877,1021,895096,640,378,1157,826.44,94.27
"臺北市","北投區","永明里",1178,1572,1851330,781,432,1467,1216.24,103.27
"臺北市","北投區","文林里",1124,1472,1654742,739,398,1377,1430.77,127.28
"臺北市","北投區","大屯里",1443,345,497918,571,331,1059,5098.77,353.29
"臺北市","北投區","湖田里",1110,249,276328,589,340,1058,2915.93,262.76
"臺北市","信義區","松友里",994,2279,2266299,710,400,1273,960.95,96.63
"臺北市","信義區","六藝里",951,1177,1119126,691,371,1239,924.16,97.2
"臺北市","信義區","中興里",1212,1277,1547681,774,389,1520,1552.27,128.08
"臺北市","信義區","永吉里",790,951,751353,576,329,981,852.28,107.87
"臺北市","信義區","敦厚里",1080,1960,2117758,744,415,1398,1159.65,107.33
"臺北市","信義區","大道里",1002,2177,2180822,677,393,1261,1055.55,105.37
"臺北市","信義區","安康里",3365,3762,12658767,979,459,2117,21216.18,630.51
"臺北市","信義區","嘉興里",1055,1172,1236648,670,370,1191,2559.1,242.53
"臺北市","信義區","五全里",1075,1742,1872586,656,371,1205,2298.47,213.82
"臺北市","信義區","新仁里",1308,1233,1612875,885,420,1658,1524.2,116.52
"臺北市","信義區","正和里",1331,1646,2190060,793,390,1590,2045.89,153.76
"臺北市","信義區","惠安里",977,2187,2136011,673,389,1235,1059.1,108.44
"臺北市","信義區","三犁里",2146,1878,4029744,804,415,1748,9017.26,420.24
"臺北市","信義區","六合里",1505,2398,3608890,784,410,1586,6029.89,400.67
"臺北市","信義區","泰和里",944,2527,2386705,653,379,1168,1023.47,108.36
"臺北市","信義區","西村里",1099,1680,1845616,736,399,1425,1154,105.04
"臺北市","信義區","興隆里",5685,1033,5872509,828,392,1807,92030.08,1618.85
"臺北市","信義區","景新里",2859,1818,5197128,843,418,1831,17164.1,600.42
"臺北市","信義區","景聯里",1121,1717,1924404,715,371,1383,1617.03,144.28
"臺北市","信義區","景勤里",946,1314,1242890,677,381,1209,1015.89,107.4
"臺北市","信義區","黎順里",1025,1404,1439459,657,375,1296,1096.81,106.98
"臺北市","信義區","黎平里",1056,2517,2658261,724,402,1346,1140.13,107.95
"臺北市","信義區","黎忠里",949,1582,1501258,697,407,1161,924.21,97.39
"臺北市","信義區","松隆里",806,685,552447,573,364,1027,817.32,101.34
"臺北市","信義區","中坡里",992,1527,1514947,628,368,1135,2071.18,208.77
"臺北市","信義區","永春里",897,1594,1430422,635,366,1118,985.31,109.8
"臺北市","信義區","富臺里",1145,1534,1756798,771,394,1433,1428.14,124.7
"臺北市","信義區","長春里",869,1249,1085277,610,360,1081,932.47,107.31
"臺北市","信義區","五常里",1062,1287,1366928,677,381,1207,1755.78,165.31
"臺北市","信義區","四維里",1086,1818,1973921,696,380,1284,1526.51,140.59
"臺北市","信義區","雅祥里",1078,1638,1765527,688,401,1238,1622.98,150.58
"臺北市","信義區","興雅里",1109,2062,2287313,735,386,1368,1402.79,126.46
"臺北市","信義區","廣居里",1277,2791,3564131,814,415,1604,1616.69,126.6
"臺北市","信義區","中行里",901,2548,2295042,637,380,1130,898.73,99.78
"臺北市","信義區","四育里",933,1869,1743237,667,386,1225,913.35,97.92
"臺北市","信義區","國業里",1255,2595,3257188,781,430,1558,3075.95,245.06
"臺北市","信義區","松光里",1019,1767,1801393,707,397,1281,1096.87,107.59
"臺北市","信義區","大仁里",873,1291,1126949,619,357,1124,848.17,97.16
"臺北市","信義區","雙和里",1035,2451,2537752,716,411,1318,1069.08,103.25
"臺北市","信義區","黎安里",723,444,321100,530,325,881,707.07,97.77
"臺北市","信義區","三張里",1326,3090,4097145,699,389,1357,3612.81,272.47
"臺中市","中　區","繼光里",849,490,416141,545,270,983,1362.25,160.4
"臺中市","中　區","大墩里",977,716,699722,608,304,1173,1323.87,135.47
"臺中市","中　區","綠川里",704,554,390135,473,236,878,791.2,112.35
"臺中市","中　區","公園里",982,565,554896,596,306,1182,1334.37,135.87
"臺中市","中　區","光復里",1060,646,684890,601,315,1149,2712.08,255.81
"臺中市","中　區","柳川里",874,455,397477,586,345,1029,1078.97,123.51
"臺中市","中　區","大誠里",905,512,463593,528,294,978,2661.34,293.92
"臺中市","中　區","中華里",861,437,376098,510,300,970,1202.93,139.77
"臺中市","東　區","新庄里",880,876,770864,568,311,987,1135.7,129.06
"臺中市","東　區","泉源里",670,430,288088,498,296,839,599.37,89.46
"臺中市","東　區","東門里",708,2091,1479875,518,302,847,792.56,111.99
"臺中市","東　區","東勢里",690,735,507211,541,322,901,550.06,79.71
"臺中市","東　區","合作里",731,984,718897,588,324,906,660.65,90.43
"臺中市","東　區","振興里",731,939,686817,506,286,912,801.05,109.52
"臺中市","東　區","東橋里",819,1156,946295,546,299,937,1828.59,223.38
"臺中市","東　區","旱溪里",783,649,508178,527,295,905,1752.39,223.8
"臺中市","東　區","樂成里",720,565,406830,527,309,937,646.81,89.83
"臺中市","東　區","干城里",770,735,565946,561,325,945,855.16,111.06
"臺中市","東　區","東南里",767,1033,792678,552,339,950,775.76,101.09
"臺中市","東　區","十甲里",781,1278,998013,551,316,941,969.6,124.16
"臺中市","東　區","富臺里",648,401,259724,498,279,761,956.52,147.68
"臺中市","東　區","富仁里",846,1101,931948,594,336,1032,841.26,99.39
"臺中市","東　區","東興里",806,933,751996,585,331,995,1016.43,126.11
"臺中市","東　區","東信里",777,2636,2049426,533,299,926,1590.67,204.59
"臺中市","東　區","東英里",844,1926,1625288,603,330,1095,811.52,96.17
"臺中市","西　區","民生里",1109,738,818733,717,370,1368,1622.16,146.22
"臺中市","西　區","利民里",1175,526,618065,811,410,1523,1177.82,100.24
"臺中市","西　區","三民里",1222,684,835993,836,378,1688,1300.84,106.43
"臺中市","西　區","東昇里",1028,827,849942,678,356,1292,1072.4,104.35
"臺中市","西　區","廣民里",956,499,477024,572,319,1107,1742.18,182.24
"臺中市","西　區","平和里",1004,666,668555,668,350,1287,1121.39,111.71
"臺中市","西　區","公民里",1052,1674,1761031,661,361,1288,1292.23,122.84
"臺中市","西　區","公<U+8218>里",876,1819,1592908,575,338,1055,1008.15,115.12
"臺中市","西　區","和龍里",715,620,443253,516,302,883,750.78,105.02
"臺中市","西　區","民龍里",1132,1081,1224195,653,340,1345,2082.09,183.85
"臺中市","西　區","後龍里",1255,1158,1452923,655,349,1321,2896.8,230.88
"臺中市","西　區","安龍里",966,957,924598,624,325,1169,1621.32,167.81
"臺中市","西　區","忠明里",1338,1895,2535141,631,339,1258,4159.09,310.89
"臺中市","西　區","公正里",1002,2144,2148544,676,364,1270,1072.3,107
"臺中市","西　區","昇平里",984,1892,1862473,616,335,1151,1360.14,138.17
"臺中市","西　區","土庫里",1270,1986,2522898,698,367,1379,2778.06,218.69
"臺中市","西　區","藍興里",965,1400,1350524,680,359,1238,937.52,97.19
"臺中市","西　區","吉龍里",1260,2338,2945923,749,394,1445,3065.62,243.3
"臺中市","西　區","忠誠里",1136,2115,2403389,618,334,1157,3778.4,332.5
"臺中市","西　區","公益里",708,879,622414,526,305,912,631.13,89.13
"臺中市","西　區","中興里",1365,1277,1743223,677,326,1320,4089.99,299.61
"臺中市","西　區","公平里",1079,1733,1870587,650,347,1208,2867.63,265.67
"臺中市","西　區","公德里",1043,1460,1523049,669,375,1267,1417.02,135.84
"臺中市","西　區","大忠里",1056,1583,1670995,726,389,1360,1248,118.23
"臺中市","西　區","<U+53CC>龍里",995,941,936206,634,353,1143,1296.01,130.26
"臺中市","南　區","城隍里",827,1128,933330,575,318,1004,1112.29,134.43
"臺中市","南　區","南門里",936,1256,1175900,631,352,1128,1098.15,117.3
"臺中市","南　區","德義里",914,1016,929106,636,361,1201,850.2,92.97
"臺中市","南　區","積善里",765,838,640694,546,317,929,741.51,96.99
"臺中市","南　區","江川里",951,995,945775,652,341,1200,1219.06,128.25
"臺中市","南　區","新榮里",880,1376,1211338,650,366,1132,832.63,94.58
"臺中市","南　區","福興里",806,1212,977020,595,331,1027,709.61,88.03
"臺中市","南　區","和平里",883,1277,1128097,634,380,1115,918.25,103.95
"臺中市","南　區","永興里",899,2225,1999389,644,364,1140,829.78,92.34
"臺中市","南　區","樹義里",883,3361,2969255,643,368,1143,820.13,92.83
"臺中市","南　區","樹德里",884,2410,2131302,670,390,1152,802.8,90.78
"臺中市","南　區","西川里",937,1456,1363885,692,373,1218,847.14,90.44
"臺中市","南　區","國光里",828,1273,1054120,582,320,1028,866.41,104.63
"臺中市","南　區","福平里",772,1617,1248950,580,335,961,718.55,93.03
"臺中市","南　區","長榮里",841,939,789672,589,325,1045,1002.59,119.22
"臺中市","南　區","長春里",939,727,682359,587,326,1149,1425.91,151.92
"臺中市","南　區","福順里",879,1726,1516662,625,360,1093,834.62,94.98
"臺中市","南　區","平和里",839,1137,953711,614,335,1075,778.34,92.79
"臺中市","南　區","南和里",916,1838,1684492,648,351,1188,929.09,101.38
"臺中市","南　區","永和里",792,1318,1043402,597,344,975,756.09,95.51
"臺中市","南　區","工學里",902,1968,1775623,696,397,1197,781.69,86.64
"臺中市","南　區","崇倫里",857,1722,1476535,650,375,1108,868.2,101.25
"臺中市","北　區","光大里",691,536,370280,496,272,836,662.37,95.88
"臺中市","北　區","新興里",865,412,356351,581,319,989,1332.41,154.05
"臺中市","北　區","錦村里",797,1031,821987,573,328,1015,734.12,92.08
"臺中市","北　區","邱厝里",1096,734,804624,681,335,1410,1447.6,132.05
"臺中市","北　區","賴厝里",1001,1379,1380889,718,396,1273,1090.02,108.85
"臺中市","北　區","賴村里",925,1350,1248472,598,343,1043,2524.2,272.95
"臺中市","北　區","淡溝里",1079,1663,1795177,667,358,1281,1370.21,126.93
"臺中市","北　區","中達里",818,782,639858,556,324,1017,854.92,104.48
"臺中市","北　區","新北里",1229,652,801185,614,312,1243,4380.71,356.5
"臺中市","北　區","樂英里",739,688,508511,548,315,878,1047.39,141.71
"臺中市","北　區","錦洲里",842,964,811349,585,328,1028,962.75,114.39
"臺中市","北　區","金龍里",756,1250,945411,556,329,959,730.57,96.59
"臺中市","北　區","文莊里",808,1005,811794,549,320,993,913.15,113.05
"臺中市","北　區","金華里",1116,801,894230,685,372,1332,1365.77,122.34
"臺中市","北　區","五常里",859,386,331555,607,353,1080,826.28,96.2
"臺中市","北　區","育德里",1068,1061,1132987,613,341,1167,2576.17,241.25
"臺中市","北　區","頂厝里",1058,1377,1457535,669,359,1279,1604.59,151.59
"臺中市","北　區","建興里",824,1824,1503442,581,332,1030,848.32,102.92
"臺中市","北　區","建成里",693,1437,996441,529,324,863,763.8,110.15
"臺中市","北　區","健行里",1186,2046,2426726,631,332,1220,6406.23,540.12
"臺中市","北　區","明德里",909,1738,1580348,605,338,1150,974.28,107.15
