"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr","brh.id"
"10311(實價)","華廈","高雄市三民區南華路211~240號","19.8","1房/1廳/1衛","4 /共7層","16.59","2.03","--",0,6.6,110,"0299"
"10311(實價)","套房(含車位)","高雄市三民區忠孝一路473巷1~30號","32.8","1房/1廳/1衛","4 /共12層","14.5","1.61","--",0,12.1,175,"0299"
"10311(實價)","透天厝","高雄市三民區建國二路211~240號","52.7","0房/0廳/0衛","1 /共2層","116.98","150.04","--",0,153.9,18004,"0299"
"10311(實價)","透天厝","高雄市三民區南華路211~240號","47.1","4房/2廳/2衛","1 /共4層","29.38","9.1","--",0,11.9,350,"0299"
"10310(實價)","住宅大樓","高雄市新興區林森一路151~180號","35.6","3房/1廳/1衛","9 /共11層","29.18","3.56","--",0,3.4,100,"0299"
"10310(實價)","透天厝","高雄市新興區復橫一路241~270號","53.2","3房/2廳/3衛","1 /共4層","68.62","22.99","--",0,24.8,1700,"0299"
"10310(實價)","透天厝","高雄市新興區八德一路301~330號","53.4","5房/2廳/4衛","1 /共2層","40.74","25.41","--",0,31.9,1300,"0299"
"10310(實價)","住宅大樓","高雄市新興區中山一路271~300號","18.3","1房/1廳/1衛","9 /共13層","10.21","0.78","--",0,13.2,135,"0299"
"10310(實價)","透天厝","高雄市新興區仁愛一街301~330號","56.7","4房/1廳/2衛","1 /共2層","19.12","30.55","--",0,91.5,1750,"0299"
"10310(實價)","住宅大樓","高雄市新興區林森一路151~180號","35.6","2房/2廳/2衛","11 /共11層","25.71","3.02","--",0,9.7,250,"0299"
"10310(實價)","華廈","高雄市新興區興華路31~60號","33.8","2房/2廳/3衛","2 /共8層","56.94","8.42","--",0,18.8,1070,"0299"
"10310(實價)","套房","高雄市新興區六合一路61~90號","15.4","1房/1廳/1衛","2 /共13層","16.3","1.38","--",0,12.8,208,"0299"
"10310(實價)","套房","高雄市新興區南華橫一路1~30號","17.5","1房/1廳/1衛","10 /共14層","10.92","1.16","--",0,11.9,130,"0299"
"10310(實價)","住宅大樓","高雄市新興區八德一路181~210號","33.4","2房/1廳/1衛","6 /共12層","18.14","2.12","--",0,17.1,310,"0299"
"10310(實價)","住宅大樓","高雄市新興區六合一路31~60號","28.4","3房/1廳/2衛","10 /共12層","49.99","5.22","--",0,13.4,670,"0299"
"10310(實價)","華廈","高雄市新興區林森一路241~270號","36.6","3房/2廳/2衛","7 /共10層","27.41","0.44","--",0,17.1,470,"0299"
"10310(實價)","住宅大樓(含車位)","高雄市新興區洛陽街61~90號","27.8","4房/2廳/2衛","7 /共12層","47.76","4.91","--",0,14.2,680,"0299"
"10310(實價)","透天厝","高雄市新興區南華橫二路121~150號","38.8","4房/2廳/3衛","1 /共4層","65.46","20.27","--",0,8.9,585,"0299"
"10310(實價)","住宅大樓","高雄市新興區八德一路301~330號","37.3","3房/2廳/2衛","4 /共12層","34.09","3.57","--",0,15,510,"0299"
"10310(實價)","套房","高雄市三民區建國二路241~270號","30.9","3房/3廳/3衛","12 /共12層","35.07","3.05","--",0,14.5,508,"0299"
"10403(實價)","華廈(含車位)","高雄市左營區至聖路1~30號","16.7","3房/2廳/2衛","8 /共9層","41.21","5.32","7",0,15.2,625,"0347"
"10402(實價)","住宅大樓(含車位)","高雄市左營區明誠二路181~210號","21.3","2房/2廳/2衛","9 /共14層","40.1","5.8","--",0,13,522,"0347"
"10402(實價)","住宅大樓(含車位)","高雄市左營區自由二路6巷61~90號","19.3","3房/2廳/2衛","8 /共11層","36.85","4.68","--",0,16.6,610,"0347"
"10402(實價)","住宅大樓","高雄市三民區裕誠路61~90號","17.1","4房/2廳/2衛","4 /共14層","38.28","3.71","--",0,13.6,520,"0347"
"10402(實價)","住宅大樓","高雄市三民區河堤路481~510號","17.1","2房/2廳/1衛","4 /共14層","26.04","2.51","--",0,15.1,392,"0347"
"10402(實價)","住宅大樓(含車位)","高雄市三民區明仁路151~180號","7.7","4房/2廳/2衛","8 /共24層","75.87","5.92","6.94",0,27,2050,"0347"
"10402(實價)","住宅大樓(含車位)","高雄市三民區聯興路50巷1~30號","9.6","2房/2廳/1衛","7 /共12層","34.61","3.59","7.05",0,19.4,670,"0347"
"10402(實價)","住宅大樓(含車位)","高雄市三民區明吉路1~30號","21.1","3房/2廳/2衛","10 /共15層","50.89","6.22","--",0,17.3,880,"0347"
"10401(實價)","住宅大樓(含車位)","高雄市三民區明誠二路91~120號","16.7","4房/2廳/2衛","2 /共26層","60.83","5.32","8.83",0,20,1216,"0347"
"10401(實價)","住宅大樓(含車位)","高雄市三民區明福街31~60號","17.1","3房/2廳/2衛","10 /共13層","44.51","5.77","6.96",0,16.1,715,"0347"
"10401(實價)","住宅大樓(含車位)","高雄市三民區明吉路1~30號","18.6","3房/2廳/2衛","12 /共16層","42.71","5.17","--",0,18.3,780,"0347"
"10401(實價)","住宅大樓","高雄市三民區裕誠路61~90號","17","2房/2廳/1衛","14 /共14層","26.52","2.58","--",0,14.7,390,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市三民區明賢街61~90號","15.6","4房/2廳/2衛","21 /共27層","54.57","2.94","--",0,20.2,1100,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市三民區明仁路31~60號","1","4房/2廳/3衛","19 /共28層","103.2","9.49","17.19",360,29.5,2900,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市三民區明仁路31~60號","1","4房/2廳/3衛","25 /共28層","112.2","10.31","25.79",570,29.5,3118,"0347"
"10312(實價)","住宅大樓","高雄市三民區明誠二路91~120號","15.6","2房/1廳/1衛","16 /共27層","26.21","1.38","--",0,15.3,400,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市三民區明仁路1~30號","16.2","4房/2廳/2衛","13 /共14層","52.89","6.65","7.29",0,11.8,624,"0347"
"10312(實價)","住宅大樓","高雄市三民區河堤路481~510號","16.9","4房/2廳/2衛","13 /共14層","41.98","4.06","--",0,14,588,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市左營區光興街31~60號","15.9","3房/2廳/2衛","9 /共12層","44.64","5.79","7.74",0,16.6,740,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市左營區光興街31~60號","15.9","3房/2廳/2衛","9 /共12層","42.82","5.64","7.74",0,16.6,710,"0347"
"10312(實價)","華廈","高雄市左營區自由二路61~90號","18.9","3房/2廳/2衛","3 /共7層","45.59","8.54","--",0,8.7,396,"0347"
"10312(實價)","華廈","高雄市左營區光興街15巷1~30號","25.7","3房/2廳/2衛","3 /共7層","38.15","6.68","--",0,11.3,430,"0347"
"10312(實價)","住宅大樓","高雄市左營區明誠二路261巷1~30號","17.8","3房/2廳/2衛","4 /共11層","44.45","5.87","--",0,16.5,735,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市左營區明誠二路181~210號","18.2","4房/2廳/2衛","26 /共27層","78.9","6.49","--",0,20.9,1650,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市左營區明誠二路261巷1~30號","20.5","4房/2廳/4衛","1 /共15層","78.63","9.43","--",0,20.3,1600,"0347"
"10312(實價)","透天厝","高雄市左營區新下街7巷12弄1~30號","25.7","4房/2廳/3衛","1 /共4層","61.76","20.57","--",0,6.4,393,"0347"
"10312(實價)","住宅大樓(含車位)","高雄市左營區明誠二路261巷1~30號","17.8","3房/2廳/2衛","9 /共11層","44.69","5.78","--",0,13.4,600,"0347"
"10312(實價)","住宅大樓","高雄市左營區明誠二路181~210號","18.2","3房/2廳/2衛","11 /共27層","61.19","7.28","--",0,6.5,394,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區裕誠路91~120號","16.8","5房/2廳/3衛","14 /共14層","73.55","7.63","5.56",0,16,1180,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區明賢街91~120號","19","3房/2廳/2衛","14 /共15層","49.28","6.16","--",0,14.9,736,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區河堤路481~510號","16.8","3房/1廳/1衛","2 /共14層","41.17","3.99","--",0,14.6,600,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區明哲路31~60號","20.4","4房/2廳/2衛","7 /共16層","60.97","8.18","--",0,17,1038,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區明賢街31~60號","16.9","3房/2廳/2衛","13 /共13層","44.78","4.99","6.95",0,14.7,660,"0347"
"10311(實價)","住宅大樓","高雄市三民區明仁路1~30號","20","3房/2廳/2衛","12 /共16層","42.19","5","--",0,18.7,790,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區明吉路31~60號","20.5","3房/2廳/2衛","7 /共16層","36.92","5.55","--",0,15.6,575,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市三民區河堤路271~300號","16.5","3房/2廳/2衛","19 /共26層","74.91","6.23","--",0,18.2,1360,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市左營區明華一路1~30號","15.5","4房/2廳/2衛","10 /共14層","49.07","4.3","6.98",0,18.3,900,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市左營區裕誠路192巷1~30號","20.8","4房/2廳/2衛","4 /共12層","43.45","6.6","--",0,14.3,620,"0347"
"10311(實價)","華廈","高雄市左營區至聖路31~60號","25.6","4房/2廳/2衛","6 /共7層","45.05","7.89","--",0,15.5,700,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市左營區明華一路1~30號","24.4","5房/2廳/3衛","12 /共18層","65.45","10.09","--",0,15.3,1000,"0347"
"10311(實價)","透天厝","高雄市左營區光興街151~180號","20.4","6房/2廳/3衛","1 /共5層","88.54","24.81","--",0,26,2300,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市左營區光興街31~60號","15.8","2房/1廳/1衛","1 /共12層","44.06","6.25","7.74",0,30,1320,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市左營區明誠二路181~210號","18.1","4房/2廳/2衛","12 /共27層","59.71","6.55","--",0,16.1,960,"0347"
"10311(實價)","住宅大樓(含車位)","高雄市左營區光興街211~240號","24.6","1房/1廳/2衛","14 /共18層","61.02","9.47","--",0,11.6,710,"0347"
"10310(實價)","住宅大樓(含車位)","高雄市三民區聯興路50巷1~30號","9.3","3房/2廳/2衛","8 /共12層","44.96","5.09","7.05",0,18.6,836,"0347"
"10310(實價)","住宅大樓","高雄市三民區明吉路35巷1~30號","18.9","2房/1廳/2衛","1 /共15層","43.01","5.81","--",0,32.1,1380,"0347"
"10310(實價)","住宅大樓(含車位)","高雄市三民區裕誠路61~90號","16.8","3房/2廳/2衛","5 /共14層","43.6","4.1","--",0,13.8,600,"0347"
"10310(實價)","住宅大樓(含車位)","高雄市三民區明賢街91~120號","18.9","3房/2廳/2衛","6 /共15層","49.72","6.51","--",0,16.7,830,"0347"
"10310(實價)","住宅大樓(含車位)","高雄市三民區明哲路31~60號","20.9","3房/2廳/2衛","14 /共20層","46.75","5.23","--",0,15,700,"0347"
"10310(實價)","住宅大樓(含車位)","高雄市三民區明福街31~60號","16.8","4房/2廳/2衛","10 /共13層","55.11","7.06","6.95",0,15.1,830,"0347"
"10310(實價)","住宅大樓","高雄市左營區光興街151~180號","24.3","3房/2廳/2衛","10 /共18層","49.82","7.75","--",0,10,500,"0347"
"10310(實價)","透天厝","高雄市左營區光興街121~150號","20.3","6房/4廳/5衛","1 /共5層","91.1","25.41","--",0,27.4,2500,"0347"
"10310(實價)","住宅大樓","高雄市左營區自由二路91~120號","17.6","3房/2廳/2衛","1 /共11層","35.7","5.8","--",0,20.4,730,"0347"
"10403(實價)","透天厝","高雄市三民區重慶街129巷1~30號","10.3","5房/2廳/4衛","1 /共4層","53.56","20.87","--",0,32.9,1760,"0679"
"10402(實價)","公寓","高雄市三民區重慶街271~300號","35.1","2房/2廳/1衛","3 /共5層","17.53","3.84","--",0,11.2,196,"0679"
"10402(實價)","透天厝","高雄市三民區天津街89巷1~30號","44.3","3房/1廳/2衛","1 /共2層","25.16","20.57","--",0,14.3,360,"0679"
"10402(實價)","透天厝","高雄市三民區吉林街265巷1~30號","43.4","4房/2廳/2衛","1 /共2層","27.13","16.34","--",0,28.6,775,"0679"
"10402(實價)","透天厝","高雄市三民區重慶街146巷1弄1~30號","41.8","3房/2廳/2衛","1 /共2層","29.16","20.57","--",0,32.6,950,"0679"
"10402(實價)","公寓","高雄市三民區松江街391~420號","35.2","3房/2廳/1衛","5 /共5層","26.78","6.65","--",0,8.9,238,"0679"
"10402(實價)","公寓","高雄市三民區察哈爾二街7巷1~30號","29.9","3房/2廳/2衛","5 /共5層","27.39","7.26","--",0,10.1,277,"0679"
"10402(實價)","公寓","高雄市三民區安泰里北平二街8巷1~30號","34.1","3房/2廳/2衛","3 /共5層","25.89","5.67","--",0,15.5,402,"0679"
"10402(實價)","透天厝","高雄市三民區熱河一街450巷31~60號","43.4","3房/2廳/2衛","1 /共2層","25.78","18.76","--",0,27.5,708,"0679"
"10401(實價)","華廈","高雄市三民區天津街255巷1~30號","16","3房/2廳/2衛","4 /共6層","35.23","9.2","--",0,13.6,480,"0679"
"10401(實價)","透天厝","高雄市三民區博愛一路151~180號","42.1","4房/3廳/4衛","1 /共4層","80.25","24.2","--",0,31.2,2500,"0679"
"10401(實價)","透天厝","高雄市三民區北平二街61~90號","40","6房/2廳/3衛","1 /共3層","50.93","23.9","--",0,26.5,1352,"0679"
"10401(實價)","透天厝","高雄市三民區博仁街31~60號","30.5","8房/2廳/5衛","1 /共5層","97.05","22.39","--",0,20.6,2000,"0679"
"10401(實價)","透天厝","高雄市三民區熱河二街91~120號","52.4","3房/2廳/3衛","1 /共2層","32.59","20.57","--",0,36.2,1180,"0679"
"10401(實價)","公寓","高雄市三民區哈爾濱街361~390號","36.3","2房/2廳/2衛","5 /共5層","25.62","7.93","--",0,6.6,168,"0679"
"10401(實價)","透天厝","高雄市三民區宣化街91~120號","34.6","6房/2廳/5衛","1 /共4層","50.33","17.55","--",0,22.3,1120,"0679"
"10401(實價)","住宅大樓(含車位)","高雄市三民區十全二路121~150號","18.9","2房/2廳/1衛","6 /共11層","27.97","3.35","--",0,14.7,410,"0679"
"10312(實價)","透天厝","高雄市三民區熱河二街61~90號","45.4","4房/1廳/3衛","1 /共3層","50","17.55","--",0,10,500,"0679"
"10312(實價)","住宅大樓","高雄市三民區十全二路121~150號","18.8","2房/2廳/1衛","9 /共11層","26.54","3.17","--",0,12.8,340,"0679"
"10312(實價)","透天厝","高雄市三民區綏遠二街31~60號","44.9","7房/2廳/8衛","1 /共2層","30.45","19.06","--",0,29.6,900,"0679"
"10312(實價)","透天厝","高雄市三民區重慶街91~120號","43","5房/2廳/3衛","1 /共3層","64.71","26.32","--",0,10.8,700,"0679"
"10312(實價)","華廈(含車位)","高雄市三民區重慶街223巷1~30號","21.3","3房/2廳/2衛","7 /共7層","36.16","6.13","--",0,13,470,"0679"
"10312(實價)","公寓","高雄市三民區大連街145巷1~30號","33.5","2房/1廳/1衛","5 /共5層","23.35","8.14","--",0,7.7,180,"0679"
"10312(實價)","住宅大樓","高雄市三民區北平二街5巷1~30號","33.1","3房/1廳/2衛","10 /共13層","31.25","3.03","--",0,11.8,370,"0679"
"10312(實價)","透天厝","高雄市三民區松江街361~390號","40.3","0房/0廳/0衛","1 /共3層","53.18","21.18","--",0,22,1170,"0679"
"10312(實價)","公寓","高雄市三民區北平二街5巷1~30號","34.9","2房/1廳/1衛","2 /共5層","17.53","3.84","--",0,8.6,150,"0679"
"10312(實價)","透天厝","高雄市三民區察哈爾二街1~30號","36.2","5房/2廳/3衛","1 /共4層","52.13","16.94","--",0,24,1250,"0679"
"10312(實價)","透天厝","高雄市三民區嫩江街164巷31~60號","43.1","3房/2廳/2衛","1 /共2層","24.54","15.13","--",0,10,245,"0679"
"10312(實價)","透天厝","高雄市三民區哈爾濱街151~180號","41.5","3房/2廳/2衛","1 /共3層","48.66","19.36","--",0,28.8,1400,"0679"
"10312(實價)","公寓","高雄市三民區察哈爾二街7巷1~30號","29.8","3房/2廳/1衛","2 /共5層","27.86","7.26","--",0,7.5,210,"0679"
"10312(實價)","公寓","高雄市三民區北平二街61~90號","35.7","4房/2廳/1衛","5 /共5層","23.9","7.8","--",0,10.5,250,"0679"
"10311(實價)","公寓","高雄市三民區開原街1~30號","35.4","3房/2廳/1衛","5 /共5層","14.3","4.78","--",0,11.9,170,"0679"
"10311(實價)","透天厝","高雄市三民區察哈爾二街61~90號","42.5","5房/2廳/3衛","1 /共2層","34.26","18.45","--",0,36,1235,"0679"
"10311(實價)","公寓","高雄市三民區興安街1~30號","31.3","1房/1廳/2衛","1 /共5層","21.95","7.19","--",0,8.8,194,"0679"
"10311(實價)","透天厝","高雄市三民區天津街204巷1~30號","42.5","4房/2廳/5衛","1 /共2層","22.7","19.06","--",0,50.7,1151,"0679"
"10311(實價)","透天厝","高雄市三民區綏遠二街61~90號","40.1","8房/1廳/8衛","1 /共2層","27.26","19.06","--",0,53.6,1460,"0679"
"10311(實價)","公寓","高雄市三民區吉林街265巷1~30號","32.3","3房/1廳/2衛","2 /共5層","21.78","7.8","--",0,13.8,300,"0679"
"10311(實價)","公寓","高雄市三民區察哈爾一街31~60號","35.7","3房/2廳/1衛","2 /共5層","22.69","7.14","--",0,8.5,192,"0679"
"10310(實價)","公寓","高雄市三民區北平二街5巷31~60號","26.4","4房/1廳/2衛","4 /共5層","36.43","8.83","--",0,10.9,398,"0679"
"10310(實價)","透天厝","高雄市三民區十全一路331~360號","43.2","3房/2廳/3衛","1 /共2層","32.67","19.06","--",0,59.7,1950,"0679"
"10310(實價)","透天厝","高雄市三民區大連街292巷1~30號","28.1","4房/2廳/4衛","1 /共4層","48.7","16.33","--",0,18.5,900,"0679"
"10310(實價)","套房","高雄市三民區遼寧一街421~450號","38.2","1房/1廳/1衛","3 /共6層","11.38","2.52","--",0,8.8,100,"0679"
"10310(實價)","住宅大樓","高雄市三民區北平二街5巷1~30號","32.9","3房/2廳/2衛","10 /共13層","31.25","3.03","--",0,10.2,320,"0679"
"10310(實價)","華廈","高雄市三民區重慶街107巷1~30號","25.5","4房/2廳/1衛","1 /共7層","56.49","9.93","--",0,14.2,800,"0679"
"10310(實價)","透天厝","高雄市三民區重慶街301~330號","37","3房/2廳/3衛","1 /共3層","59.73","24.81","--",0,11.7,700,"0679"
"10310(實價)","華廈","高雄市三民區熱河二街1~30號","25.5","4房/2廳/2衛","4 /共7層","55","9.76","--",0,11.3,620,"0679"
"10310(實價)","公寓","高雄市三民區綏遠一街167巷31~60號","29.5","3房/2廳/2衛","2 /共5層","22.28","6.29","--",0,14.4,320,"0679"
"10310(實價)","透天厝","高雄市三民區重慶街331~360號","28.8","4房/2廳/4衛","1 /共4層","62.11","18.75","--",0,7.4,461,"0679"
"10310(實價)","透天厝","高雄市三民區喜峰街31~60號","46.3","3房/2廳/3衛","1 /共3層","40.4","15.13","--",0,10.1,410,"0679"
"10403(實價)","住宅大樓","高雄市三民區民族一路871~900號","21.4","1房/1廳/1衛","6 /共18層","26.51","2.19","--",0,11.6,307,"0705"
"10403(實價)","住宅大樓(含車位)","高雄市三民區民族一路543巷1~30號","0.3","3房/2廳/2衛","9 /共15層","58.03","6.67","--",0,26,1508,"0705"
"10403(實價)","住宅大樓(含車位)","高雄市三民區鼎祥街1~30號","15.6","4房/2廳/2衛","10 /共14層","63.35","5.05","--",0,15.5,980,"0705"
"10403(實價)","住宅大樓(含車位)","高雄市三民區民族一路691~720號","19.5","3房/2廳/2衛","16 /共23層","40.95","2.73","--",0,16.4,670,"0705"
"10403(實價)","華廈(含車位)","高雄市三民區金山路360巷91~120號","25.1","3房/2廳/2衛","6 /共7層","59.02","8.83","--",0,9.3,550,"0705"
"10403(實價)","套房","高雄市三民區鼎新路199巷1~30號","6.8","1房/0廳/1衛","7 /共13層","5.69","0.54","--",0,15.8,90,"0705"
"10403(實價)","住宅大樓(含車位)","高雄市三民區天祥二路1~30號","0.6","3房/2廳/2衛","15 /共15層","44.58","4.53","--",0,30.1,1340,"0705"
"10403(實價)","住宅大樓(含車位)","高雄市三民區天祥二路31~60號","0.6","3房/2廳/2衛","13 /共15層","51.35","5.21","--",0,30,1543,"0705"
"10403(實價)","住宅大樓","高雄市三民區鼎力路151~180號","0.3","2房/1廳/2衛","14 /共15層","24.67","2.13","--",0,21.7,536,"0705"
"10403(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.3","3房/2廳/2衛","8 /共15層","42.87","3.67","5.84",0,18.5,795,"0705"
"10403(實價)","住宅大樓","高雄市三民區鼎力路151~180號","0.3","2房/1廳/2衛","5 /共15層","26.96","2.31","--",0,19.9,536,"0705"
"10402(實價)","套房","高雄市三民區鼎力路267巷5弄61~90號","23.8","1房/1廳/1衛","3 /共7層","16.03","3.01","--",0,9.6,154,"0705"
"10402(實價)","住宅大樓","高雄市三民區民族一路794巷1~30號","18.6","2房/1廳/1衛","12 /共24層","23.04","1.74","--",0,12.9,298,"0705"
"10402(實價)","華廈(含車位)","高雄市三民區鼎力路267巷5弄31~60號","23.8","2房/1廳/1衛","6 /共7層","31.6","5.35","--",0,14.1,445,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎昌街31~60號","16.8","3房/2廳/2衛","8 /共14層","37.06","3.22","5.32",0,13.5,500,"0705"
"10402(實價)","套房","高雄市三民區天祥一路159巷1~30號","7.8","1房/0廳/1衛","3 /共5層","7.36","2.18","--",0,19,140,"0705"
"10402(實價)","住宅大樓","高雄市三民區鼎祥街61~90號","18.8","2房/2廳/1衛","9 /共13層","30.88","2.63","--",0,13.8,425,"0705"
"10402(實價)","住宅大樓","高雄市三民區鼎力路61~90號","1.3","2房/1廳/1衛","10 /共15層","26.22","2","--",0,20.9,547,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","3房/2廳/2衛","5 /共15層","42.26","3.25","--",0,18.2,770,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","3房/2廳/2衛","4 /共15層","45.28","3.52","--",0,16.6,750,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","3房/2廳/2衛","3 /共15層","45.28","3.52","--",0,16.2,735,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","3房/2廳/2衛","2 /共15層","42.42","3.25","--",0,16.7,707,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","4房/2廳/2衛","2 /共15層","51.84","3.99","--",0,16.2,838,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","3房/2廳/2衛","4 /共15層","46.8","3.62","--",0,15.4,720,"0705"
"10402(實價)","住宅大樓","高雄市三民區民族一路811~840號","18.6","4房/2廳/2衛","19 /共24層","46.04","3.48","--",0,10.9,500,"0705"
"10402(實價)","套房","高雄市三民區民族一路871~900號","21.3","1房/1廳/1衛","8 /共18層","26.51","2.19","--",0,9.8,260,"0705"
"10402(實價)","住宅大樓(含車位)","高雄市三民區鼎力路61~90號","1.3","2房/1廳/1衛","9 /共15層","45.28","3.52","--",0,19.4,880,"0705"
"10402(實價)","住宅大樓","高雄市三民區民族一路543巷1~30號","18.8","4房/2廳/2衛","6 /共13層","38.05","3.33","--",0,13.9,528,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區天祥二路1~30號","0.4","3房/2廳/2衛","1 /共15層","54.8","7.44","--",0,32.8,1800,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區天祥二路1~30號","0.4","2房/2廳/1衛","3 /共15層","35.94","3.37","--",0,28.5,1025,"0705"
"10401(實價)","華廈","高雄市三民區鼎中路532巷31~60號","10","1房/1廳/1衛","2 /共5層","9.83","3.12","--",0,15.3,150,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.2","3房/2廳/2衛","5 /共15層","46.01","3.94","5.84",0,18.4,845,"0705"
"10401(實價)","套房","高雄市三民區天祥一路159巷31~60號","7.8","1房/1廳/1衛","5 /共5層","10.1","3","--",0,15.6,158,"0705"
"10401(實價)","住宅大樓","高雄市三民區民族一路691~720號","19.3","2房/1廳/1衛","3 /共23層","23.79","2.01","--",0,13.9,330,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區天祥二路1~30號","0.4","4房/3廳/2衛","1 /共15層","64.99","7.94","--",0,31.6,2052,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區天祥二路1~30號","0.4","4房/3廳/2衛","1 /共15層","51.33","6.9","--",0,33.7,1730,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區鼎和街45巷1~30號","18.5","4房/2廳/2衛","19 /共24層","42.61","3.34","--",0,14.1,600,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區民族一路811~840號","18.5","3房/2廳/1衛","13 /共24層","36.04","2.61","--",0,11.7,420,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區民族一路794巷1~30號","18.5","2房/2廳/2衛","8 /共24層","35.5","2.61","--",0,10.1,360,"0705"
"10401(實價)","住宅大樓(含車位)","高雄市三民區天祥二路31~60號","0.4","0房/2廳/1衛","1 /共15層","62.07","8.34","--",0,56.2,3490,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","12 /共15層","42.87","3.67","5.84",0,17,730,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","14 /共15層","42.87","3.67","5.84",0,19.5,838,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","2 /共15層","40.57","3.49","3.54",0,17.9,728,"0705"
"10312(實價)","住宅大樓","高雄市三民區鼎力路151~180號","0.1","2房/1廳/1衛","4 /共15層","24.67","2.13","--",0,20.4,504,"0705"
"10312(實價)","住宅大樓","高雄市三民區鼎力路151~180號","0.1","2房/1廳/2衛","3 /共15層","26.96","2.31","--",0,19.3,520,"0705"
"10312(實價)","住宅大樓","高雄市三民區鼎力路151~180號","0.1","2房/1廳/1衛","10 /共15層","24.67","2.13","--",0,20.9,515,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","9 /共15層","40.57","3.49","3.54",0,18.4,745,"0705"
"10312(實價)","住宅大樓","高雄市三民區鼎力路151~180號","0.1","2房/1廳/2衛","7 /共15層","26.96","2.31","--",0,19,513,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","10 /共15層","40.99","3.49","3.54",0,24.1,988,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","4房/2廳/2衛","11 /共15層","54.12","4.62","5.84",0,20.5,1110,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","4房/2廳/2衛","10 /共15層","54.12","4.62","5.84",0,18.7,1010,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","2房/1廳/2衛","8 /共15層","30.5","2.63","3.54",0,20.6,628,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","6 /共15層","46","3.94","5.84",0,19.3,886,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","2房/1廳/2衛","13 /共15層","30.5","2.63","3.54",0,18.5,565,"0705"
"10312(實價)","住宅大樓(含車位)","高雄市三民區鼎力路151~180號","0.1","3房/2廳/2衛","13 /共15層","40.11","3.49","3.54",0,19.1,765,"0705"
